0	6.0816094403738505
1	5.650395668469942
2	5.416053453644554
3	5.15152523805807
4	5.049675310706045
5	4.909760403764117
6	4.86899380173002
7	4.802304603896299
8	4.64747816324234
9	4.577767727139232
10	4.518878693109031
11	4.412266183030474
12	4.343304630819258
13	4.2401960118786315
14	4.12579974761376
15	4.055025191752465
16	3.983759249959673
17	3.848205083674127
18	3.77827013193906
19	3.641833008645655
20	3.5768115382928114
21	3.5102083597864424
22	3.4010050761830675
23	3.315002353964271
24	3.281068714765402
25	3.2402137170781145
26	3.1958235020820913
27	3.148855813911983
28	3.1006144216427436
29	3.054985612958342
30	3.0192785344936035
31	3.009356500355752
32	3.001055182663949
33	2.981999758508179
34	2.9864028964068865
35	2.9618208342856103
36	2.9725466481931915
37	2.972196129324672
38	2.9531093488682756
39	2.9583351497466746
40	2.9447395984943094
41	2.94738760132056
42	2.952769633832869
43	2.9435493549802803
44	2.9442078166610592
45	2.9457549577230937
46	2.9443673540602675
47	2.9411926760778324
48	2.9386251994541714
49	2.9365134874542993
